Date,Temperature (mean)(Centigrade),IGNORE THIS COLUMN,Precipitation (cm/day),Solar Radiation (Langleys/day),Daylight Relative Humidity (%)
4/25/2025,25.66799571,0.237680399,0.237680399,463.6655236,71.26214575
4/26/2025,27.19097812,0.090223179,0.090223179,551.5090809,65.54867661
4/27/2025,27.02658525,0,0,529.4451376,65.85930173
4/28/2025,26.22793594,0.193951245,0.193951245,480.6555362,69.27709097
4/29/2025,24.41852819,0.786412806,0.786412806,348.0119403,79.76927886
4/30/2025,24.30223445,4.538911951,4.538911951,297.4465254,86.82262057
5/1/2025,23.9093273,4.18159244,4.18159244,311.1796359,85.00709717
5/2/2025,26.71294862,0,0,598.3220535,58.55473622
5/3/2025,26.07573078,0.273483345,0.273483345,447.4921834,72.70878844
5/4/2025,25.77775305,0.160726002,0.160726002,536.2481022,67.11848811
5/5/2025,25.83273952,0.368353143,0.368353143,438.2262886,74.25799472
5/6/2025,26.19138077,0.340200463,0.340200463,442.3045285,74.22068875
5/7/2025,25.60185746,0.778678741,0.778678741,389.8606323,80.50519674
5/8/2025,26.67112058,0.334691012,0.334691012,475.2528158,71.97156607
5/9/2025,24.80563097,1.14870184,1.14870184,370.2267671,83.15471288
5/10/2025,25.93438768,0.362008502,0.362008502,489.9816217,72.37601205
5/11/2025,26.1225229,0.492142869,0.492142869,429.8659737,74.59482995
5/12/2025,26.30305294,0.284364661,0.284364661,496.6614757,70.84470515
5/13/2025,26.43570079,0.471127586,0.471127586,456.7837109,74.07293163
5/14/2025,25.1684284,0.250623184,0.250623184,486.8365306,71.42691841
5/15/2025,28.04365782,0.156682868,0.156682868,549.3886878,67.43520277
5/16/2025,27.22722451,0.274828099,0.274828099,489.4125396,71.51403521
5/17/2025,26.30158754,0.490722519,0.490722519,428.2873888,74.50959758
5/18/2025,28.73854716,0.188490496,0.188490496,551.6691283,66.61849243
5/19/2025,28.3574941,0.271354591,0.271354591,480.3195454,71.86184155
5/20/2025,28.10049746,0.154710599,0.154710599,545.8650631,65.4957384
5/21/2025,27.39643418,0.428057433,0.428057433,449.6046469,74.90832282
5/22/2025,26.02931177,0.493067188,0.493067188,447.0312749,76.28428977
5/23/2025,28.38528392,0.183982256,0.183982256,507.037228,70.60013382
5/24/2025,26.16761892,0.633617758,0.633617758,372.2434677,81.53074334
5/25/2025,26.63846827,0.529079843,0.529079843,421.0230547,78.68856063
5/26/2025,27.2367312,0.19031133,0.19031133,506.1192282,70.10256454
5/27/2025,26.08440384,1.809052583,1.809052583,324.6221429,87.93535605
5/28/2025,28.09350808,0.268622832,0.268622832,444.7134827,74.31094937
5/29/2025,29.30242795,0.097842239,0.097842239,634.8078836,57.23837234
5/30/2025,28.78871507,0.06012649,0.06012649,575.1415495,65.49534979
5/31/2025,27.47873266,0.359843213,0.359843213,491.3378386,72.87323614
6/1/2025,26.3670847,0.480565596,0.480565596,403.7818236,79.39135362
6/2/2025,26.6737457,0.419956928,0.419956928,427.6435847,78.26236001
6/3/2025,26.88546975,0.478165844,0.478165844,396.0826205,78.53945224
6/4/2025,26.49910478,2.565608621,2.565608621,278.2074954,91.34047652
6/5/2025,28.90103674,0.074631803,0.074631803,522.4464059,66.123165
6/6/2025,29.08985564,0.122645743,0.122645743,504.7171122,68.40502897
6/7/2025,29.14606261,0.098656287,0.098656287,540.115933,65.5660799
6/8/2025,26.89229276,0.622883354,0.622883354,355.9963403,80.79819561
6/9/2025,26.48476488,1.736811498,1.736811498,303.6437845,86.30345596
6/10/2025,26.27330436,2.860191527,2.860191527,280.5664382,89.71391067
6/11/2025,27.35701964,0.1164261,0.1164261,422.6027138,75.55132308
6/12/2025,26.80611094,0.40795908,0.40795908,391.9541571,76.99141725
6/13/2025,27.53169739,0.078994147,0.078994147,437.5390658,73.93512141
6/14/2025,26.20385288,1.847148901,1.847148901,304.5334224,87.2105433
6/15/2025,27.13752715,0.939475032,0.939475032,321.4319826,83.526702
6/16/2025,28.76450467,0.008616427,0.008616427,482.0479339,69.76430471
6/17/2025,26.06419213,1.138667986,1.138667986,336.5929846,82.33604176
6/18/2025,25.69120344,0.930389339,0.930389339,349.6583227,81.6806753
6/19/2025,26.55653492,0.58782675,0.58782675,391.3468842,78.34582891
6/20/2025,28.63434353,0.104079273,0.104079273,515.8175775,67.21376602
6/21/2025,26.63072467,0.844437038,0.844437038,341.4335198,82.55487377
6/22/2025,25.68284626,2.43233974,2.43233974,282.7352198,87.21115192
6/23/2025,26.10537775,0.719454633,0.719454633,357.3937077,79.04025048
6/24/2025,26.87813032,0.324373432,0.324373432,415.9776611,75.06665065
6/25/2025,26.54815112,0.700908009,0.700908009,367.9746148,77.74062437
6/26/2025,28.83791137,0.178065422,0.178065422,449.3322123,71.27840304
6/27/2025,27.37275085,0.25810848,0.25810848,418.9474543,75.18737494
6/28/2025,28.88864805,0.021194982,0.021194982,509.1430805,66.6478316
6/29/2025,28.36366183,0.107670241,0.107670241,467.7587098,69.30768488
6/30/2025,26.48946011,1.102729629,1.102729629,356.8226894,79.46448448
7/1/2025,28.36974526,0,0,515.1527049,64.23401291
7/2/2025,27.87468374,0.285130918,0.285130918,434.1897432,72.16372856
7/3/2025,30.24573093,0,0,527.0306236,64.58089242
7/4/2025,26.52254321,0.816188252,0.816188252,332.6169711,81.10896572
7/5/2025,27.78962925,0.127344828,0.127344828,446.8855283,68.83957657
7/6/2025,26.98077671,0.652640391,0.652640391,380.7997803,75.75366008
7/7/2025,27.96624401,0.186158274,0.186158274,452.7707144,69.20271632
7/8/2025,26.58298889,0.441655887,0.441655887,387.7627738,75.06582539
7/9/2025,25.17234235,0.2951018,0.2951018,382.2908914,73.39779442
7/10/2025,27.9788918,0.228741899,0.228741899,437.0559269,68.52031365
7/11/2025,26.05301285,0.492402507,0.492402507,380.1728127,72.12974975
7/12/2025,26.73643585,0.39109637,0.39109637,396.1657515,72.59119279
7/13/2025,29.56687094,0,0,522.5289099,64.64358492
7/14/2025,28.46179888,0.102473408,0.102473408,470.7077755,66.22415816
7/15/2025,27.96883764,0.18385803,0.18385803,470.1724032,67.24208858
7/16/2025,25.94851241,1.993028384,1.993028384,301.1254951,79.49349068
7/17/2025,29.66430879,0,0,521.7670665,61.39523217
7/18/2025,26.26903638,1.040190355,1.040190355,350.0416694,77.17983785
7/19/2025,26.33419548,0.572035763,0.572035763,375.2910993,72.2258546
7/20/2025,25.9975663,1.078379379,1.078379379,340.1028894,76.00784661
7/21/2025,28.78124565,0.062750397,0.062750397,552.2915226,59.22246383
7/22/2025,24.66909934,0.563010764,0.563010764,357.4226136,74.01946193
7/23/2025,26.76571193,0.529791964,0.529791964,398.440549,68.51910991
7/24/2025,27.83036412,0.126957983,0.126957983,480.9887792,61.63463237
7/25/2025,28.08268106,0.134996672,0.134996672,461.2993151,63.95356697
7/26/2025,26.78782515,0.459693403,0.459693403,390.9229495,69.05113301
7/27/2025,26.52729256,1.005582903,1.005582903,338.1786324,73.82621877
7/28/2025,28.21952191,0.144537581,0.144537581,467.7688153,62.11298177
7/29/2025,24.10795191,0.588972384,0.588972384,354.9413809,70.99393492
7/30/2025,26.00712934,0.338072095,0.338072095,414.9354489,66.11595855
7/31/2025,28.81403372,0,0,553.1695243,56.38164334
8/1/2025,27.46289497,0.167970209,0.167970209,480.6279856,59.32057534
8/2/2025,28.00631339,0.104683331,0.104683331,455.7621202,63.37921303
8/3/2025,26.38699694,0,0,510.7769785,58.44723795
8/4/2025,28.38699112,0.021414053,0.021414053,488.8271744,60.80993495
8/5/2025,28.34360407,0,0,530.3420227,55.12867161
8/6/2025,25.62793875,0.154238972,0.154238972,427.3061003,65.19676633
8/7/2025,27.32224043,0,0,518.3262777,56.35891465
8/8/2025,25.71193378,0.674717044,0.674717044,374.5994968,68.92546645
8/9/2025,24.03565126,1.463143061,1.463143061,352.8814736,70.80533309
8/10/2025,24.86125764,0.50535532,0.50535532,378.8718166,67.28155674
8/11/2025,25.20307362,0.444513416,0.444513416,395.5809487,64.94481949
8/12/2025,26.32101042,0.051129717,0.051129717,497.4689968,56.6424159
8/13/2025,26.38195256,0.138711024,0.138711024,397.9020372,69.78664227
8/14/2025,26.27644102,0,0,498.9600157,56.57601016
8/15/2025,25.20844321,0,0,467.1421612,58.48154214
8/16/2025,25.79682899,0.143389563,0.143389563,451.2896166,60.04403387
8/17/2025,24.74925407,0.017055881,0.017055881,464.1452786,58.34089116
8/18/2025,22.90922773,0.60377657,0.60377657,351.4321077,67.61391586
8/19/2025,22.10807088,0.661933864,0.661933864,391.1540676,58.01981503
8/20/2025,23.43908887,0.193815588,0.193815588,457.6203224,55.01766832
8/21/2025,23.29219207,0.0013968,0.0013968,486.7021158,50.59039922
8/22/2025,24.69490335,0,0,445.0305302,58.6812744
8/23/2025,26.34044395,0.067894146,0.067894146,419.2375229,63.9931152
8/24/2025,24.59564517,0,0,479.2374873,53.89861824
8/25/2025,23.44115054,0.333916831,0.333916831,450.9447097,55.1194547
8/26/2025,21.35347721,0.025441234,0.025441234,499.0154948,47.48976545
8/27/2025,24.17991717,0,0,436.5115094,58.54503124
8/28/2025,22.8022193,0,0,475.9596873,50.76842361
8/29/2025,22.88133587,0.055149885,0.055149885,494.9520628,49.78615112
8/30/2025,24.97252563,0.020838816,0.020838816,400.4670694,64.61195375
8/31/2025,24.97141782,0.011216386,0.011216386,416.0811276,60.34567938
9/1/2025,22.52657396,0,0,471.7101049,49.74879289
9/2/2025,24.17111189,0,0,424.8204418,57.69751494
9/3/2025,23.00619309,0,0,454.1712537,54.33676696
9/4/2025,22.06803433,0,0,485.5522972,48.45925363
9/5/2025,20.76503498,0.028942231,0.028942231,446.9073438,50.88981468
9/6/2025,20.7705889,0,0,467.0179442,45.34794632
9/7/2025,21.12416225,0,0,491.990319,43.28155512
9/8/2025,20.54151635,0,0,405.5151726,55.76701284
9/9/2025,18.70235421,0.138237014,0.138237014,477.9246615,40.73100062
9/10/2025,19.65461107,0,0,441.8172175,47.52029403
9/11/2025,21.96196512,0,0,416.4871011,56.76076642
9/12/2025,18.93091239,0,0,473.1283843,42.16182983
9/13/2025,18.29248581,0.01458355,0.01458355,452.7272495,44.93691979
9/14/2025,19.63213228,0,0,430.2471166,46.05276578
9/15/2025,21.3403699,0,0,402.4393081,54.589013
9/16/2025,18.91255118,0,0,456.6548284,41.22713055
9/17/2025,21.66462902,0,0,418.1849793,56.28587736
9/18/2025,22.10258372,0,0,372.8956692,60.65387131
9/19/2025,20.86665774,0,0,402.4813254,54.25258491
9/20/2025,17.97694445,0.046323936,0.046323936,444.2355257,44.42675461
9/21/2025,20.5257294,0,0,369.2784507,56.49156006
9/22/2025,21.93005815,0,0,320.3544702,64.44946677
9/23/2025,20.7772695,0,0,386.2472425,56.01485864
9/24/2025,16.03352594,0.270650868,0.270650868,459.9503685,36.31005118
9/25/2025,14.36963521,0.622065344,0.622065344,461.2548545,31.22735577
9/26/2025,15.99677245,0.175691336,0.175691336,454.3756604,36.27611704
9/27/2025,21.17118685,0,0,315.3621076,62.99428617
9/28/2025,22.67345612,0,0,332.0069828,61.86119557
9/29/2025,18.23861779,0,0,401.0112241,47.02533245
9/30/2025,17.07724503,0.332870038,0.332870038,449.3424884,33.70897481
10/1/2025,17.98804831,0.152571432,0.152571432,350.3542588,51.78239639
10/2/2025,18.90113421,0,0,290.8726873,63.62783518
10/3/2025,19.8166519,0.150965496,0.150965496,209.4521227,77.77127097
10/4/2025,21.81472493,0.524523393,0.524523393,183.1203868,84.70821951
10/5/2025,16.91553406,0.037271974,0.037271974,316.2948831,58.25335414
10/6/2025,19.23780032,0,0,258.1552277,71.03901802
10/7/2025,20.78437201,0.234578133,0.234578133,195.6393619,79.51861084
10/8/2025,21.30019449,0,0,328.3608146,56.26619006
10/9/2025,20.27640937,0,0,355.1096713,51.3627936
10/10/2025,19.50190242,0.039986308,0.039986308,211.3374144,72.00631957
10/11/2025,21.15873693,0,0,242.6840889,68.74417686
10/12/2025,19.59006356,0.215439864,0.215439864,175.9768766,82.13839667
10/13/2025,20.82285121,0.089431186,0.089431186,211.1029769,72.96615587
10/14/2025,16.62873473,0.055460855,0.055460855,331.4271544,48.45034356
10/15/2025,21.61496289,0.413162575,0.413162575,171.7014588,85.5218295
10/16/2025,19.1913059,0,0,237.6260726,67.14876486
10/17/2025,17.13247197,0.029980468,0.029980468,206.9460594,73.21402695
10/18/2025,15.58976809,0,0,224.2876636,66.69290648
10/19/2025,17.0697734,0,0,248.0054854,63.09667106
10/20/2025,18.43651303,0,0,243.7742055,68.53248323
10/21/2025,15.54709577,0.029361369,0.029361369,302.6020841,50.77048717
10/22/2025,18.73323122,0.136703658,0.136703658,211.2868867,73.12130658
10/23/2025,12.36155227,0,0,274.8982631,57.08341803
10/24/2025,17.17791848,0.442668898,0.442668898,142.4259129,84.88006333
10/25/2025,17.35929013,0.028752718,0.028752718,205.569069,73.02554819
10/26/2025,14.02857744,0,0,227.0407778,62.98669196
10/27/2025,15.83427843,0.985320737,0.985320737,157.6814976,86.86900689
10/28/2025,15.06446997,0,0,260.5915572,56.00003774
10/29/2025,12.01452065,0,0,254.7371211,59.29904913
10/30/2025,15.49845182,0.042703762,0.042703762,202.1600168,72.74604678
10/31/2025,17.71540165,0.171115882,0.171115882,170.3768955,80.95076265
11/1/2025,14.64216696,0,0,240.8485872,63.31629292
11/2/2025,16.68501269,0.004208116,0.004208116,245.2093489,62.7946203
11/3/2025,12.27585094,0.035989841,0.035989841,243.5462869,57.46097743
11/4/2025,13.80644208,0,0,187.0466657,73.3080851
11/5/2025,13.95716498,0,0,267.471346,50.34340565
11/6/2025,17.23396929,0,0,176.8171855,77.94761366
11/7/2025,15.37552984,0,0,261.691761,56.14817251
11/8/2025,14.43200726,0.017488974,0.017488974,172.9581232,76.05219549
11/9/2025,15.70314567,0.067589662,0.067589662,161.9642917,80.12898102
11/10/2025,13.89523926,0,0,194.1286021,70.83886471
11/11/2025,14.4256949,2.766286125,2.766286125,128.038003,91.97737882
11/12/2025,14.19961232,0,0,224.9699904,65.29589782
11/13/2025,13.44225955,0.368592901,0.368592901,162.3692878,82.32625164
11/14/2025,9.12499126,0.024272458,0.024272458,254.4956485,50.49903264
11/15/2025,8.923510381,0.024019797,0.024019797,146.8839496,78.73700377
11/16/2025,12.45085078,0.100069413,0.100069413,209.1950953,63.76764827
11/17/2025,7.363439967,0.017596265,0.017596265,218.5008037,59.95139991
11/18/2025,11.94150881,0.09745897,0.09745897,142.9228177,83.99184309
11/19/2025,10.72939549,0.050306623,0.050306623,215.5992045,61.00433212
11/20/2025,10.84738888,0.031076209,0.031076209,244.1759745,55.34164506
11/21/2025,10.15190594,0.256471479,0.256471479,128.6685481,88.34576216
11/22/2025,9.482359215,0.443727314,0.443727314,123.8060316,92.28179134
11/23/2025,10.99066899,0.386908498,0.386908498,133.934733,87.18825042
11/24/2025,12.17172628,1.009016509,1.009016509,120.3137562,92.43903006
11/25/2025,13.56412031,0.022343106,0.022343106,155.9591485,80.14024969
11/26/2025,12.4362651,0.025936037,0.025936037,205.934565,64.94289754
11/27/2025,12.97014754,0.01160793,0.01160793,192.1951247,69.29959922
11/28/2025,10.58500447,0.026456155,0.026456155,154.6149273,79.51405634
11/29/2025,14.37152741,0.057725862,0.057725862,168.0326131,77.44854265
11/30/2025,15.17906007,0.020196926,0.020196926,150.3662301,81.38467213
12/1/2025,12.22023757,-0.013579789,0,257.4685213,48.75057163
12/2/2025,15.60776595,0.010286983,0.010286983,184.8742328,71.43679915
12/3/2025,16.57901446,-0.025375572,0,158.9271898,76.73251268
12/4/2025,13.18624073,0.074331703,0.074331703,211.866148,62.05068715
12/5/2025,15.75646355,0.057337859,0.057337859,153.2042087,79.56700171
12/6/2025,14.66931925,0.250097526,0.250097526,138.9233844,83.55629827
12/7/2025,15.59475214,0.022432725,0.022432725,215.1959787,65.24775119
12/8/2025,16.96367446,0.009611047,0.009611047,154.8355157,80.27394459
12/9/2025,15.18182317,0.005074512,0.005074512,163.2445235,78.8586983
12/10/2025,12.1163516,0.882992956,0.882992956,141.4409362,90.34504208
12/11/2025,14.01038127,0.119474579,0.119474579,159.1008096,77.38958698
12/12/2025,11.83962019,0.476872526,0.476872526,119.3662144,90.38640436
12/13/2025,14.20145571,0.181886041,0.181886041,141.987668,86.49224662
12/14/2025,11.64658921,1.159567869,1.159567869,115.4952947,95.94328412
12/15/2025,14.42263809,0.57844541,0.57844541,116.7149485,93.26840674
12/16/2025,11.43614201,0.928772885,0.928772885,116.5383598,94.93701093
12/17/2025,14.54949754,0.253543615,0.253543615,158.57936,84.32795422
12/18/2025,15.48857068,0.071468423,0.071468423,200.3344363,70.82649219
12/19/2025,13.27219983,0.05735532,0.05735532,205.2478124,71.89428955
12/20/2025,14.44811158,0.064157528,0.064157528,232.6318613,66.15934646
12/21/2025,15.14886119,0.023428572,0.023428572,214.6437515,65.90131141
12/22/2025,13.74383756,0.200115559,0.200115559,147.368702,84.87268576
12/23/2025,12.79786288,0.938296929,0.938296929,126.6631148,95.19118312
12/24/2025,11.68380942,0.048192561,0.048192561,327.4719743,44.69443774
12/25/2025,15.23311842,0.619303957,0.619303957,120.2776123,90.31311419
12/26/2025,14.5216252,0.070316478,0.070316478,236.5791811,66.48164108
12/27/2025,15.32826078,0.053443741,0.053443741,220.8275858,70.96992999
12/28/2025,15.70917631,0.067284478,0.067284478,286.0200366,58.57506164
12/29/2025,10.20738532,0.058194333,0.058194333,324.6886403,53.80470508
12/30/2025,12.99424702,0.008931043,0.008931043,241.2496923,66.33766041
12/31/2025,13.47455338,0.028451776,0.028451776,227.982308,74.47429701
1/1/2026,12.6173395,0.07849994,0.07849994,255.9155598,64.76890081
1/2/2026,13.01193343,1.002971513,1.002971513,121.0595193,94.52131103
1/3/2026,15.73774786,0.13267588,0.13267588,212.1699412,74.88843237
1/4/2026,16.36988892,0.056921597,0.056921597,258.6478728,68.76888313
1/5/2026,16.52787272,0.051501205,0.051501205,231.6729138,74.47956213
1/6/2026,13.35475962,0.06420907,0.06420907,275.5167848,64.52710029
1/7/2026,17.54134724,0.114284724,0.114284724,216.9847883,78.32649987
1/8/2026,15.92589239,0.057676143,0.057676143,233.5282946,72.91161814
1/9/2026,20.19323999,0.116898638,0.116898638,219.7966179,79.16658466
1/10/2026,16.23779298,0.223695485,0.223695485,165.8107958,84.77029666
1/11/2026,12.3701406,0.014459042,0.014459042,325.8835835,59.44526954
1/12/2026,17.04404126,0.008879011,0.008879011,258.3501835,67.17967425
1/13/2026,11.21229902,-0.016496679,0,276.5096541,66.38934851
1/14/2026,15.35470499,0.015062084,0.015062084,245.641453,71.27483564
1/15/2026,15.93710228,0.169096348,0.169096348,194.193403,84.99307877
1/16/2026,13.3072053,0.673094349,0.673094349,166.9163382,89.38561882
1/17/2026,15.7207815,-0.017826637,0,356.3779673,54.76838612
1/18/2026,14.85371133,0.108830461,0.108830461,336.6908129,62.71552951
1/19/2026,19.27795843,0.133031695,0.133031695,231.8334499,74.30702877
1/20/2026,15.05614296,0.265497495,0.265497495,170.9192384,85.24635575
1/21/2026,14.61029549,0.171026683,0.171026683,216.0974371,79.63488263
1/22/2026,17.67905944,0.026927536,0.026927536,254.1576753,74.38626181
1/23/2026,15.9743917,0.782773417,0.782773417,151.9361847,91.32316215
1/24/2026,19.37783285,0.063945084,0.063945084,268.027584,70.35645604
1/25/2026,15.78976848,0.091324845,0.091324845,259.5630696,73.29653319
1/26/2026,10.96768043,-0.010725591,0,416.0714324,48.32730703
1/27/2026,12.27152971,0.001732979,0.001732979,468.5590759,38.75981819
1/28/2026,14.91037128,0.064857552,0.064857552,346.0455922,61.62309395
1/29/2026,18.07865794,0.188844698,0.188844698,272.5505507,74.40647342
